"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2","Pressure","SkinFriction:0","SkinFriction:1","SkinFriction:2"
-8.89595e-01,-3.80209e-01,-2.52932e-01,1.99743e-02,-5.14747e-02,1.07280e-01,1.10207e+02,4.35026e+01,-9.40797e+01,-1.10451e+01
-8.94759e-01,-3.77495e-01,-2.38276e-01,1.87092e-02,-4.91431e-02,1.08359e-01,1.11896e+02,3.02453e+01,-6.78183e+01,-6.37494e+00
-8.94658e-01,-3.74470e-01,-2.43393e-01,1.91233e-02,-4.99070e-02,1.08011e-01,1.91275e+02,3.12802e+01,-7.04474e+01,-6.83278e+00
-8.94915e-01,-3.80638e-01,-2.32624e-01,1.82481e-02,-4.82911e-02,1.08742e-01,-2.63061e+01,2.97193e+01,-6.63214e+01,-6.05255e+00
-8.94600e-01,-3.71288e-01,-2.48472e-01,1.95557e-02,-5.07038e-02,1.07642e-01,2.24129e+02,3.35487e+01,-7.59568e+01,-7.53746e+00
9.39300e-01,2.22097e-01,2.61495e-01,2.06372e-02,-5.19208e-02,1.07071e-01,-1.89370e+03,-4.06849e-01,-1.41788e+02,-3.48528e+01
9.33824e-01,2.45165e-01,2.60474e-01,2.04483e-02,-5.14111e-02,1.07314e-01,1.96619e+02,4.45974e+01,-1.42504e+02,-2.94467e+01
9.28178e-01,2.68641e-01,2.57445e-01,2.01187e-02,-5.06245e-02,1.07683e-01,4.57186e+02,3.64061e+01,-1.03520e+02,-2.34126e+01
9.28603e-01,2.70774e-01,2.53624e-01,1.97336e-02,-4.96991e-02,1.08109e-01,7.78470e+02,3.45749e+01,-9.82427e+01,-2.19199e+01
9.28763e-01,2.74011e-01,2.49514e-01,1.93460e-02,-4.87662e-02,1.08530e-01,9.03207e+02,3.30544e+01,-9.31932e+01,-2.09008e+01
9.29126e-01,2.77048e-01,2.44756e-01,1.88961e-02,-4.76809e-02,1.09011e-01,9.50100e+02,3.23062e+01,-9.08387e+01,-2.00054e+01
9.22967e-01,3.13839e-01,-2.22632e-01,-1.74691e-02,4.59671e-02,1.09750e-01,4.89239e+03,5.35345e+01,-1.25119e+02,4.57509e+01
9.20431e-01,3.16331e-01,-2.29448e-01,-1.80461e-02,4.72591e-02,1.09196e-01,5.62275e+03,5.87301e+01,-1.35565e+02,4.88730e+01
9.27794e-01,3.12434e-01,-2.03915e-01,-1.58083e-02,4.21052e-02,1.11302e-01,3.62714e+03,4.77928e+01,-1.14573e+02,4.20619e+01
9.25473e-01,3.12492e-01,-2.14033e-01,-1.67123e-02,4.42312e-02,1.10467e-01,4.22672e+03,4.95947e+01,-1.17292e+02,4.33893e+01
9.31268e-01,3.15725e-01,-1.81728e-01,-1.39196e-02,3.75059e-02,1.12928e-01,2.79501e+03,4.64727e+01,-1.14263e+02,3.98962e+01
9.29710e-01,3.13684e-01,-1.92924e-01,-1.48598e-02,3.98172e-02,1.12136e-01,3.14679e+03,4.69782e+01,-1.14163e+02,4.09910e+01
9.27894e-01,3.12492e-01,-2.03360e-01,-1.57601e-02,4.19896e-02,1.11345e-01,3.60287e+03,4.77514e+01,-1.14551e+02,4.20078e+01
9.33599e-01,3.21185e-01,-1.58735e-01,-1.20523e-02,3.28097e-02,1.14381e-01,2.30635e+03,4.54488e+01,-1.14043e+02,3.68334e+01
9.32543e-01,3.18268e-01,-1.70393e-01,-1.29891e-02,3.51819e-02,1.13673e-01,2.52614e+03,4.60213e+01,-1.14372e+02,3.85173e+01
9.35220e-01,3.27905e-01,-1.33489e-01,-1.00806e-02,2.77308e-02,1.15720e-01,1.96701e+03,4.40186e+01,-1.12316e+02,3.27688e+01
9.34487e-01,3.24401e-01,-1.46516e-01,-1.10890e-02,3.03416e-02,1.15061e-01,2.12335e+03,4.47715e+01,-1.13332e+02,3.49036e+01
9.36171e-01,3.35132e-01,-1.06027e-01,-8.00616e-03,2.22930e-02,1.16888e-01,1.72095e+03,4.25240e+01,-1.09889e+02,2.83264e+01
9.35802e-01,3.31677e-01,-1.19385e-01,-9.00735e-03,2.49283e-02,1.16358e-01,1.82907e+03,4.32215e+01,-1.11073e+02,3.04647e+01
9.36224e-01,3.35671e-01,-1.03959e-01,-7.85147e-03,2.18868e-02,1.16970e-01,1.70420e+03,4.24155e+01,-1.09707e+02,2.79965e+01
9.36420e-01,3.39897e-01,-8.70052e-02,-6.60140e-03,1.85805e-02,1.17538e-01,1.58585e+03,4.16342e+01,-1.08290e+02,2.53787e+01
9.36419e-01,3.44081e-01,-6.85227e-02,-5.24648e-03,1.49855e-02,1.18048e-01,1.46606e+03,4.09613e+01,-1.07057e+02,2.26289e+01
9.35863e-01,3.51226e-01,-2.73949e-02,-2.25186e-03,7.03068e-03,1.18784e-01,1.21213e+03,3.97956e+01,-1.04811e+02,1.68154e+01
9.36231e-01,3.47946e-01,-4.85992e-02,-3.79591e-03,1.11310e-02,1.18472e-01,1.34292e+03,4.03647e+01,-1.05939e+02,1.97544e+01
9.35360e-01,3.53580e-01,-5.27274e-03,-6.34454e-04,2.74597e-03,1.18960e-01,1.07297e+03,3.93554e+01,-1.03985e+02,1.38148e+01
9.34762e-01,3.54782e-01,1.72049e-02,1.01762e-03,-1.61410e-03,1.18980e-01,9.28453e+02,3.89201e+01,-1.03146e+02,1.07902e+01
9.33705e-01,3.52754e-01,6.09776e-02,4.30268e-03,-1.02200e-02,1.18553e-01,6.25734e+02,3.81335e+01,-1.01863e+02,4.96111e+00
9.34166e-01,3.54581e-01,3.94532e-02,2.67505e-03,-5.96648e-03,1.18842e-01,7.76887e+02,3.85005e+01,-1.02375e+02,7.81829e+00
9.33416e-01,3.49379e-01,8.14580e-02,5.87169e-03,-1.43039e-02,1.18131e-01,4.84950e+02,3.77249e+01,-1.01377e+02,2.24519e+00
9.33332e-01,3.44573e-01,1.00690e-01,7.35903e-03,-1.81632e-02,1.17601e-01,3.62286e+02,3.72092e+01,-1.00770e+02,-2.68436e-01
9.33610e-01,3.32025e-01,1.34654e-01,9.99979e-03,-2.50029e-02,1.16344e-01,2.29476e+02,3.60502e+01,-9.95203e+01,-4.68351e+00
9.33427e-01,3.38623e-01,1.18480e-01,8.74569e-03,-2.17554e-02,1.16992e-01,2.76363e+02,3.66191e+01,-1.00101e+02,-2.56856e+00
9.34016e-01,3.18173e-01,1.62375e-01,1.21305e-02,-3.05132e-02,1.15019e-01,2.39613e+02,3.47119e+01,-9.77301e+01,-8.30509e+00
9.33821e-01,3.25123e-01,1.49213e-01,1.11203e-02,-2.79005e-02,1.15681e-01,2.15703e+02,3.54115e+01,-9.87439e+01,-6.59577e+00
9.33628e-01,3.31454e-01,1.35856e-01,1.00924e-02,-2.52424e-02,1.16289e-01,2.28354e+02,3.59978e+01,-9.94564e+01,-4.84131e+00
9.34133e-01,3.11327e-01,1.74507e-01,1.30627e-02,-3.29237e-02,1.14351e-01,2.97165e+02,3.40261e+01,-9.65968e+01,-9.94114e+00
9.34152e-01,3.04527e-01,1.86028e-01,1.39508e-02,-3.52185e-02,1.13665e-01,3.80888e+02,3.34022e+01,-9.55185e+01,-1.14913e+01
9.33795e-01,2.94264e-01,2.03452e-01,1.53145e-02,-3.87342e-02,1.12513e-01,5.59068e+02,3.27861e+01,-9.43888e+01,-1.40283e+01
9.34009e-01,2.97800e-01,1.97315e-01,1.48282e-02,-3.74821e-02,1.12941e-01,4.89305e+02,3.29255e+01,-9.46180e+01,-1.31523e+01
9.33601e-01,2.91291e-01,2.08640e-01,1.57274e-02,-3.97897e-02,1.12149e-01,6.17051e+02,3.26685e+01,-9.41998e+01,-1.47700e+01
9.31468e-01,2.81495e-01,2.30373e-01,1.75996e-02,-4.45090e-02,1.10348e-01,9.34745e+02,3.25290e+01,-9.24239e+01,-1.87297e+01
9.32781e-01,2.85506e-01,2.19937e-01,1.66689e-02,-4.21789e-02,1.11266e-01,7.59216e+02,3.25345e+01,-9.36617e+01,-1.65148e+01
9.30049e-01,2.79256e-01,2.38664e-01,1.83401e-02,-4.63321e-02,1.09591e-01,9.91980e+02,3.23320e+01,-9.09283e+01,-1.97730e+01
-8.95658e-01,-3.88007e-01,-2.17147e-01,1.69895e-02,-4.59549e-02,1.09754e-01,-4.47964e+02,3.14840e+01,-6.95901e+01,-5.69085e+00
-8.95141e-01,-3.84209e-01,-2.25804e-01,1.76939e-02,-4.72649e-02,1.09193e-01,-2.14596e+02,2.99954e+01,-6.66050e+01,-5.79909e+00
-8.97984e-01,-3.95198e-01,-1.93491e-01,1.49606e-02,-4.21242e-02,1.11294e-01,-1.12334e+03,3.25862e+01,-7.17466e+01,-4.81073e+00
-8.96618e-01,-3.91791e-01,-2.06207e-01,1.60611e-02,-4.42137e-02,1.10473e-01,-7.72987e+02,3.24406e+01,-7.14794e+01,-5.42471e+00
-9.01467e-01,-3.99566e-01,-1.66308e-01,1.26842e-02,-3.76837e-02,1.12868e-01,-1.79652e+03,3.37884e+01,-7.47626e+01,-3.75219e+00
-8.99602e-01,-3.97884e-01,-1.79930e-01,1.38168e-02,-3.99108e-02,1.12103e-01,-1.45163e+03,3.31895e+01,-7.31964e+01,-4.25316e+00
-8.98178e-01,-3.95491e-01,-1.91948e-01,1.48294e-02,-4.18723e-02,1.11388e-01,-1.16081e+03,3.26526e+01,-7.19061e+01,-4.74284e+00
-9.03537e-01,-4.00313e-01,-1.52704e-01,1.15643e-02,-3.54447e-02,1.13590e-01,-2.13770e+03,3.43791e+01,-7.64906e+01,-3.16726e+00
-9.05813e-01,-4.00180e-01,-1.38952e-01,1.04419e-02,-3.31585e-02,1.14279e-01,-2.46812e+03,3.49524e+01,-7.83528e+01,-2.50232e+00
-9.10829e-01,-3.97819e-01,-1.09963e-01,8.11445e-03,-2.82716e-02,1.15587e-01,-3.09524e+03,3.59357e+01,-8.21262e+01,-9.21323e-01
-9.08243e-01,-3.99339e-01,-1.24803e-01,9.29870e-03,-3.07836e-02,1.14942e-01,-2.78679e+03,3.54674e+01,-8.02248e+01,-1.75252e+00
-9.16536e-01,-3.92420e-01,-7.71775e-02,5.54651e-03,-2.26333e-02,1.16826e-01,-3.68658e+03,3.67550e+01,-8.61515e+01,1.10659e+00
-9.13588e-01,-3.95556e-01,-9.41612e-02,6.87006e-03,-2.55728e-02,1.16216e-01,-3.39558e+03,3.63585e+01,-8.40776e+01,2.46508e-02
-9.18855e-01,-3.89382e-01,-6.33856e-02,4.48652e-03,-2.02160e-02,1.17262e-01,-3.89083e+03,3.69973e+01,-8.77138e+01,2.05445e+00
-9.22718e-01,-3.83456e-01,-3.91768e-02,2.64748e-03,-1.59319e-02,1.17926e-01,-4.20855e+03,3.73812e+01,-9.04333e+01,3.77813e+00
-9.19609e-01,-3.88395e-01,-5.88567e-02,4.13895e-03,-1.94247e-02,1.17403e-01,-3.95763e+03,3.70782e+01,-8.82295e+01,2.36015e+00
-9.28898e-01,-3.70267e-01,3.64940e-03,-5.47907e-04,-8.12831e-03,1.18716e-01,-4.63532e+03,3.77728e+01,-9.48040e+01,7.31595e+00
-9.25850e-01,-3.77409e-01,-1.82887e-02,1.08513e-03,-1.21715e-02,1.18371e-01,-4.43641e+03,3.76139e+01,-9.26390e+01,5.40888e+00
-9.34422e-01,-3.52729e-01,4.89367e-02,-3.88697e-03,4.85817e-04,1.18991e-01,-4.93090e+03,3.78437e+01,-9.87057e+01,1.20630e+01
-9.31768e-01,-3.62046e-01,2.62474e-02,-2.22109e-03,-3.86917e-03,1.18930e-01,-4.80027e+03,3.78293e+01,-9.67770e+01,9.56618e+00
-9.36770e-01,-3.42554e-01,7.12568e-02,-5.52106e-03,4.86694e-03,1.18893e-01,-5.03019e+03,3.77372e+01,-1.00240e+02,1.47821e+01
-9.38747e-01,-3.31818e-01,9.28145e-02,-7.09603e-03,9.18656e-03,1.18638e-01,-5.12005e+03,3.75872e+01,-1.01508e+02,1.77248e+01
-9.40359e-01,-3.20767e-01,1.13150e-01,-8.58736e-03,1.33572e-02,1.18242e-01,-5.20901e+03,3.75217e+01,-1.02767e+02,2.08296e+01
-9.41673e-01,-3.09579e-01,1.31870e-01,-9.96883e-03,1.72855e-02,1.17733e-01,-5.29830e+03,3.75276e+01,-1.04030e+02,2.40509e+01
-9.43706e-01,-2.87466e-01,1.63634e-01,-1.23670e-02,2.42470e-02,1.16502e-01,-5.54119e+03,3.75275e+01,-1.06050e+02,3.03071e+01
-9.42774e-01,-2.98394e-01,1.48742e-01,-1.12348e-02,2.09384e-02,1.17140e-01,-5.41071e+03,3.75955e+01,-1.05327e+02,2.72203e+01
-9.45258e-01,-2.66805e-01,1.87868e-01,-1.42544e-02,2.98482e-02,1.15194e-01,-5.87470e+03,3.75502e+01,-1.07521e+02,3.64226e+01
-9.44510e-01,-2.76983e-01,1.76576e-01,-1.33654e-02,2.71968e-02,1.15850e-01,-5.69332e+03,3.74983e+01,-1.06711e+02,3.33565e+01
-9.44280e-01,-2.80035e-01,1.72803e-01,-1.30743e-02,2.63363e-02,1.16041e-01,-5.64906e+03,3.75070e+01,-1.06513e+02,3.24669e+01
-9.46881e-01,-2.45867e-01,2.07262e-01,-1.58369e-02,3.46423e-02,1.13843e-01,-6.32843e+03,3.75592e+01,-1.08745e+02,4.27735e+01
-9.46035e-01,-2.56546e-01,1.97972e-01,-1.50684e-02,3.23005e-02,1.14530e-01,-6.08224e+03,3.75861e+01,-1.08240e+02,3.95346e+01
-9.47856e-01,-2.34313e-01,2.16016e-01,-1.65824e-02,3.69440e-02,1.13119e-01,-6.63958e+03,3.74845e+01,-1.09096e+02,4.63046e+01
-9.48383e-01,-2.28576e-01,2.19676e-01,-1.69045e-02,3.79565e-02,1.12778e-01,-6.82349e+03,3.74344e+01,-1.09251e+02,4.80608e+01
-9.49072e-01,-2.21108e-01,2.24430e-01,-1.73257e-02,3.92734e-02,1.12331e-01,-7.06375e+03,3.73610e+01,-1.09454e+02,5.03312e+01
-9.54907e-01,-1.67463e-01,2.45111e-01,-1.93900e-02,4.60837e-02,1.09696e-01,-9.37934e+03,3.50620e+01,-1.06852e+02,6.38338e+01
-9.52654e-01,-1.87036e-01,2.39664e-01,-1.88224e-02,4.41308e-02,1.10500e-01,-8.46991e+03,3.59426e+01,-1.08202e+02,5.87322e+01
-9.50664e-01,-2.05340e-01,2.32495e-01,-1.80845e-02,4.16986e-02,1.11447e-01,-7.68330e+03,3.67588e+01,-1.08829e+02,5.43822e+01
