"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2","Pressure","SkinFriction:0","SkinFriction:1","SkinFriction:2"
-5.29351e-01,-7.65596e-01,-3.64642e-01,2.89169e-02,-3.10306e-02,4.03977e-02,3.48353e+02,1.09256e+01,-1.44424e+01,1.41498e+01
-5.29638e-01,-7.61551e-01,-3.72633e-01,2.95895e-02,-3.13699e-02,4.01370e-02,4.05955e+02,1.14100e+01,-1.52895e+01,1.46949e+01
-5.29109e-01,-7.70202e-01,-3.55153e-01,2.80778e-02,-3.06043e-02,4.07198e-02,2.58039e+02,1.04952e+01,-1.36574e+01,1.36815e+01
-5.24773e-01,-7.60494e-01,-3.81611e-01,3.03081e-02,-3.17306e-02,3.98557e-02,4.80574e+02,1.27100e+01,-1.64857e+01,1.50220e+01
9.74044e-01,1.75392e-01,1.42651e-01,3.21894e-02,-3.17820e-02,3.98235e-02,4.42633e+02,4.19077e+00,-4.18530e+00,1.41959e+01
9.16871e-01,3.33933e-01,2.18524e-01,3.20560e-02,-3.13208e-02,4.01854e-02,3.91497e+02,8.24813e+00,-1.72951e+01,-1.21319e+00
8.22283e-01,4.93221e-01,2.83636e-01,3.06235e-02,-2.96313e-02,4.14402e-02,4.22596e+02,1.06927e+01,-1.76802e+01,-2.79847e-01
8.22447e-01,4.94730e-01,2.80510e-01,3.00764e-02,-2.89798e-02,4.18970e-02,3.66263e+02,1.01249e+01,-1.69804e+01,2.29609e-01
8.22415e-01,4.91538e-01,2.86183e-01,3.10620e-02,-3.01486e-02,4.10669e-02,4.41404e+02,1.13912e+01,-1.85402e+01,-9.19637e-01
8.25609e-01,4.85702e-01,2.86947e-01,3.15505e-02,-3.07203e-02,4.06434e-02,4.76939e+02,1.30468e+01,-2.06725e+01,-2.62522e+00
6.13090e-01,7.29190e-01,-3.02518e-01,-2.57826e-02,2.97960e-02,4.13150e-02,4.70096e+02,3.54573e+01,-2.38258e+01,1.45163e+01
5.79408e-01,7.44782e-01,-3.29507e-01,-2.71243e-02,3.06278e-02,4.07020e-02,7.65217e+02,4.49451e+01,-2.75354e+01,1.67541e+01
6.57696e-01,7.11188e-01,-2.46938e-01,-2.24998e-02,2.74645e-02,4.29054e-02,2.10316e+02,2.64306e+01,-2.03059e+01,1.21979e+01
6.39331e-01,7.17918e-01,-2.74011e-01,-2.41540e-02,2.86846e-02,4.20964e-02,3.14748e+02,2.97077e+01,-2.15350e+01,1.31296e+01
6.78797e-01,7.06268e-01,-1.99764e-01,-1.93294e-02,2.49318e-02,4.44303e-02,9.12715e+01,2.24867e+01,-1.86575e+01,1.08037e+01
6.70074e-01,7.07790e-01,-2.22376e-01,-2.08968e-02,2.62120e-02,4.36848e-02,1.38023e+02,2.40897e+01,-1.93225e+01,1.14151e+01
6.90818e-01,7.05393e-01,-1.57403e-01,-1.61797e-02,2.22228e-02,4.58479e-02,2.60175e+01,2.07544e+01,-1.82294e+01,9.84985e+00
6.85452e-01,7.05621e-01,-1.78312e-01,-1.77676e-02,2.36096e-02,4.51484e-02,5.58888e+01,2.13952e+01,-1.82846e+01,1.02960e+01
6.99452e-01,7.05114e-01,-1.15003e-01,-1.27791e-02,1.91320e-02,4.72219e-02,-2.90733e+01,2.03498e+01,-1.88102e+01,9.08157e+00
6.95319e-01,7.05354e-01,-1.36473e-01,-1.45286e-02,2.07415e-02,4.65373e-02,-1.51037e+00,2.04486e+01,-1.84347e+01,9.44309e+00
7.07408e-01,7.03175e-01,-6.92379e-02,-8.90370e-03,1.54366e-02,4.85549e-02,-8.91731e+01,2.04036e+01,-1.98077e+01,8.36301e+00
7.03381e-01,7.04508e-01,-9.26734e-02,-1.09079e-02,1.73689e-02,4.78982e-02,-5.71168e+01,2.03575e+01,-1.92817e+01,8.73478e+00
7.16042e-01,6.97583e-01,-1.84758e-02,-4.49957e-03,1.10406e-02,4.97376e-02,-1.68177e+02,2.02518e+01,-2.06937e+01,7.46087e+00
7.11577e-01,7.00966e-01,-4.45541e-02,-6.76928e-03,1.33306e-02,4.91742e-02,-1.25950e+02,2.03681e+01,-2.02766e+01,7.91981e+00
7.26680e-01,6.85699e-01,3.77239e-02,3.99260e-04,5.92719e-03,5.06009e-02,-2.65877e+02,1.97654e+01,-2.14075e+01,6.48775e+00
7.21003e-01,6.92638e-01,9.03632e-03,-2.10335e-03,8.56786e-03,5.02219e-02,-2.15774e+02,2.00351e+01,-2.10496e+01,6.97578e+00
7.39615e-01,6.65980e-01,9.54543e-02,5.46030e-03,4.06174e-04,5.09446e-02,-3.60476e+02,1.89586e+01,-2.19383e+01,5.45412e+00
7.32977e-01,6.76712e-01,6.68854e-02,2.95170e-03,3.17176e-03,5.08477e-02,-3.14159e+02,1.93990e+01,-2.17071e+01,5.99582e+00
7.53717e-01,6.40218e-01,1.47392e-01,1.01132e-02,-4.87078e-03,5.07125e-02,-4.31724e+02,1.80009e+01,-2.22868e+01,4.32144e+00
7.46549e-01,6.53714e-01,1.22483e-01,7.85388e-03,-2.28531e-03,5.08948e-02,-4.01876e+02,1.84751e+01,-2.21174e+01,4.89704e+00
7.60944e-01,6.25980e-01,1.69796e-01,1.22340e-02,-7.33839e-03,5.04145e-02,-4.48301e+02,1.74899e+01,-2.23654e+01,3.71915e+00
7.67981e-01,6.11594e-01,1.89482e-01,1.42126e-02,-9.67203e-03,5.00192e-02,-4.50445e+02,1.69385e+01,-2.23281e+01,3.11846e+00
7.81563e-01,5.83341e-01,2.20641e-01,1.77567e-02,-1.39225e-02,4.90067e-02,-4.12258e+02,1.57715e+01,-2.19834e+01,2.03670e+00
7.74916e-01,5.97224e-01,2.06408e-01,1.60535e-02,-1.18689e-02,4.95440e-02,-4.38623e+02,1.63645e+01,-2.22042e+01,2.55566e+00
7.87682e-01,5.70434e-01,2.32385e-01,1.93239e-02,-1.58264e-02,4.84254e-02,-3.72196e+02,1.51642e+01,-2.16612e+01,1.58240e+00
7.93353e-01,5.58504e-01,2.41937e-01,2.07702e-02,-1.75932e-02,4.78118e-02,-3.21071e+02,1.45506e+01,-2.12611e+01,1.20195e+00
8.03557e-01,5.37251e-01,2.56051e-01,2.34154e-02,-2.08407e-02,4.64872e-02,-1.85947e+02,1.33318e+01,-2.03046e+01,6.43271e-01
7.98637e-01,5.47473e-01,2.49682e-01,2.21223e-02,-1.92514e-02,4.71682e-02,-2.58959e+02,1.39294e+01,-2.07931e+01,8.95732e-01
8.12555e-01,5.18556e-01,2.66013e-01,2.59732e-02,-2.39851e-02,4.49436e-02,-1.20114e+01,1.23047e+01,-1.94521e+01,2.51035e-01
8.08200e-01,5.27635e-01,2.61391e-01,2.46882e-02,-2.24061e-02,4.57524e-02,-1.03409e+02,1.27887e+01,-1.98610e+01,4.47588e-01
8.19692e-01,5.03013e-01,2.73792e-01,2.84719e-02,-2.70396e-02,4.31733e-02,1.97432e+02,1.11264e+01,-1.82075e+01,9.06157e-02
8.16497e-01,5.10160e-01,2.70120e-01,2.72693e-02,-2.55728e-02,4.40585e-02,8.62575e+01,1.17736e+01,-1.89886e+01,2.06713e-01
8.21793e-01,4.97699e-01,2.77160e-01,2.93920e-02,-2.81553e-02,4.24546e-02,2.93490e+02,1.04585e+01,-1.73439e+01,9.14914e-02
-5.32807e-01,-7.80265e-01,-3.26553e-01,2.56292e-02,-2.93405e-02,4.16393e-02,-4.55196e+01,1.24558e+01,-1.40170e+01,1.28643e+01
-5.29580e-01,-7.75431e-01,-3.42866e-01,2.70231e-02,-3.00645e-02,4.11192e-02,1.32323e+02,1.10863e+01,-1.35361e+01,1.31936e+01
-5.39697e-01,-7.83753e-01,-3.06304e-01,2.38666e-02,-2.84001e-02,4.22883e-02,-2.58685e+02,1.40934e+01,-1.47167e+01,1.24918e+01
-5.49375e-01,-7.85401e-01,-2.84121e-01,2.20059e-02,-2.73680e-02,4.29662e-02,-4.73041e+02,1.56121e+01,-1.54054e+01,1.20412e+01
-5.60666e-01,-7.85207e-01,-2.61756e-01,2.01937e-02,-2.63178e-02,4.36200e-02,-6.84110e+02,1.70047e+01,-1.61423e+01,1.16153e+01
-5.72712e-01,-7.83596e-01,-2.39598e-01,1.84379e-02,-2.52509e-02,4.42484e-02,-8.85366e+02,1.84081e+01,-1.70147e+01,1.12328e+01
-5.98739e-01,-7.76645e-01,-1.94418e-01,1.49255e-02,-2.29584e-02,4.54832e-02,-1.25258e+03,2.09523e+01,-1.89318e+01,1.06295e+01
-5.85423e-01,-7.80709e-01,-2.17301e-01,1.66956e-02,-2.41423e-02,4.48647e-02,-1.07490e+03,1.97373e+01,-1.79585e+01,1.09033e+01
-6.26637e-01,-7.65300e-01,-1.45403e-01,1.11727e-02,-2.02517e-02,4.67522e-02,-1.57837e+03,2.29243e+01,-2.08352e+01,1.03081e+01
-6.12455e-01,-7.71549e-01,-1.70568e-01,1.30933e-02,-2.16719e-02,4.61108e-02,-1.42065e+03,2.20211e+01,-1.98978e+01,1.04241e+01
-6.55995e-01,-7.49012e-01,-9.05143e-02,6.97556e-03,-1.68928e-02,4.80676e-02,-1.86890e+03,2.41603e+01,-2.25072e+01,1.03423e+01
-6.41196e-01,-7.57820e-01,-1.18729e-01,9.13832e-03,-1.86685e-02,4.74065e-02,-1.72754e+03,2.36167e+01,-2.16936e+01,1.02809e+01
-6.85566e-01,-7.27092e-01,-3.04073e-02,2.29228e-03,-1.27275e-02,4.93332e-02,-2.12890e+03,2.47907e+01,-2.39216e+01,1.08328e+01
-6.70915e-01,-7.38729e-01,-6.09646e-02,4.69070e-03,-1.49162e-02,4.87167e-02,-2.00144e+03,2.45368e+01,-2.32471e+01,1.05204e+01
-7.13552e-01,-6.99620e-01,3.19454e-02,-2.80516e-03,-7.71639e-03,5.03594e-02,-2.38372e+03,2.50117e+01,-2.50591e+01,1.18413e+01
-6.99761e-01,-7.14107e-01,7.52143e-04,-2.09939e-04,-1.03283e-02,4.98900e-02,-2.25617e+03,2.49426e+01,-2.45208e+01,1.12853e+01
-7.26593e-01,-6.84017e-01,6.21447e-02,-5.43436e-03,-4.95149e-03,5.07053e-02,-2.51730e+03,2.50307e+01,-2.55383e+01,1.24921e+01
-7.38968e-01,-6.67469e-01,9.01433e-02,-7.99209e-03,-2.15263e-03,5.09006e-02,-2.65417e+03,2.51730e+01,-2.61642e+01,1.32583e+01
-7.60867e-01,-6.34008e-01,1.37420e-01,-1.26882e-02,3.24995e-03,5.08421e-02,-2.93298e+03,2.53819e+01,-2.72609e+01,1.51247e+01
-7.50380e-01,-6.50687e-01,1.15247e-01,-1.04145e-02,5.94168e-04,5.09424e-02,-2.79283e+03,2.52987e+01,-2.67452e+01,1.41466e+01
-7.80049e-01,-6.00883e-01,1.73951e-01,-1.67716e-02,8.20102e-03,5.02815e-02,-3.21141e+03,2.56106e+01,-2.83173e+01,1.72987e+01
-7.70737e-01,-6.17363e-01,1.56884e-01,-1.48072e-02,5.79100e-03,5.06157e-02,-3.07113e+03,2.55039e+01,-2.78063e+01,1.61661e+01
-7.97895e-01,-5.67848e-01,2.01787e-01,-2.02617e-02,1.26144e-02,4.93594e-02,-3.48836e+03,2.55823e+01,-2.90341e+01,1.96796e+01
-7.89114e-01,-5.84328e-01,1.88846e-01,-1.85915e-02,1.04804e-02,4.98562e-02,-3.34987e+03,2.56691e+01,-2.87669e+01,1.84881e+01
-8.06408e-01,-5.51519e-01,2.12938e-01,-2.17805e-02,1.45894e-02,4.88120e-02,-3.62939e+03,2.54296e+01,-2.92241e+01,2.08341e+01
-8.14927e-01,-5.34995e-01,2.22458e-01,-2.31651e-02,1.64229e-02,4.82259e-02,-3.76835e+03,2.51425e+01,-2.92850e+01,2.19041e+01
-8.32931e-01,-4.99722e-01,2.37344e-01,-2.56549e-02,1.98131e-02,4.69341e-02,-4.04778e+03,2.37971e+01,-2.85178e+01,2.36681e+01
-8.23674e-01,-5.17903e-01,2.30557e-01,-2.44458e-02,1.81496e-02,4.76026e-02,-3.90354e+03,2.46059e+01,-2.90583e+01,2.28476e+01
-8.43185e-01,-4.79557e-01,2.42701e-01,-2.68240e-02,2.14573e-02,4.62048e-02,-4.20980e+03,2.27381e+01,-2.77204e+01,2.43767e+01
-8.55157e-01,-4.56054e-01,2.46132e-01,-2.79770e-02,2.31249e-02,4.53920e-02,-4.41033e+03,2.14829e+01,-2.68516e+01,2.49893e+01
-9.05924e-01,-3.54160e-01,2.31989e-01,-3.09658e-02,2.78626e-02,4.26461e-02,-5.24911e+03,2.29427e+01,-3.82856e+01,3.16696e+01
-8.87145e-01,-3.92862e-01,2.41973e-01,-3.01806e-02,2.65202e-02,4.34935e-02,-5.00036e+03,2.10789e+01,-3.06948e+01,2.76984e+01
-8.69757e-01,-4.27406e-01,2.46442e-01,-2.91195e-02,2.48392e-02,4.44758e-02,-4.69433e+03,2.06797e+01,-2.72561e+01,2.58258e+01
