"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2","Pressure","SkinFriction:0","SkinFriction:1","SkinFriction:2"
8.49502e-01,4.99388e-01,-1.70076e-01,-1.94388e-02,3.48229e-02,7.75357e-02,2.32022e+03,3.45540e+01,-5.06720e+01,2.40771e+01
8.51785e-01,5.00888e-01,-1.53498e-01,-1.81417e-02,3.28848e-02,7.83793e-02,2.09734e+03,3.35035e+01,-5.00314e+01,2.29406e+01
8.51069e-01,5.00367e-01,-1.58912e-01,-1.85675e-02,3.35227e-02,7.81042e-02,2.17106e+03,3.38439e+01,-5.02340e+01,2.33150e+01
8.53335e-01,5.02904e-01,-1.37383e-01,-1.68498e-02,3.09175e-02,7.91732e-02,1.91148e+03,3.32549e+01,-5.05205e+01,2.19754e+01
8.54452e-01,5.05128e-01,-1.21317e-01,-1.55377e-02,2.88871e-02,7.99352e-02,1.74782e+03,3.33880e+01,-5.15114e+01,2.10868e+01
8.55286e-01,5.07378e-01,-1.04953e-01,-1.41745e-02,2.67493e-02,8.06759e-02,1.59825e+03,3.36015e+01,-5.25683e+01,2.01419e+01
8.55956e-01,5.09479e-01,-8.79796e-02,-1.27328e-02,2.44582e-02,8.14007e-02,1.45571e+03,3.36695e+01,-5.33664e+01,1.90169e+01
8.56924e-01,5.12877e-01,-5.13097e-02,-9.53161e-03,1.92836e-02,8.27826e-02,1.17606e+03,3.33730e+01,-5.41949e+01,1.62678e+01
8.56461e-01,5.11403e-01,-7.01623e-02,-1.11907e-02,2.19795e-02,8.21062e-02,1.31615e+03,3.35965e+01,-5.39070e+01,1.77158e+01
8.57146e-01,5.13348e-01,-4.09451e-02,-8.60559e-03,1.77627e-02,8.31098e-02,1.10353e+03,3.32121e+01,-5.42644e+01,1.54403e+01
8.57341e-01,5.13786e-01,-3.13741e-02,-7.74885e-03,1.63574e-02,8.34102e-02,1.03639e+03,3.30631e+01,-5.43313e+01,1.46763e+01
8.57750e-01,5.13944e-01,-1.03440e-02,-5.83625e-03,1.31898e-02,8.39671e-02,8.95556e+02,3.27279e+01,-5.44167e+01,1.29805e+01
8.58931e-01,5.10889e-01,3.45122e-02,-1.66780e-03,6.20002e-03,8.47663e-02,6.13339e+02,3.19480e+01,-5.43934e+01,9.25491e+00
8.58267e-01,5.13040e-01,1.17033e-02,-3.80672e-03,9.79999e-03,8.44278e-02,7.53413e+02,3.23461e+01,-5.44224e+01,1.11579e+01
8.59803e-01,5.07316e-01,5.76542e-02,5.46161e-04,2.44788e-03,8.49560e-02,4.80174e+02,3.15039e+01,-5.42759e+01,7.28715e+00
8.60895e-01,5.02335e-01,8.04499e-02,2.77394e-03,-1.34996e-03,8.49794e-02,3.57196e+02,3.10164e+01,-5.40541e+01,5.27467e+00
8.62064e-01,4.96328e-01,1.02255e-01,4.96451e-03,-5.10309e-03,8.48359e-02,2.47567e+02,3.05459e+01,-5.37816e+01,3.26624e+00
8.63371e-01,4.89400e-01,1.22606e-01,7.08988e-03,-8.75335e-03,8.45365e-02,1.52118e+02,3.01325e+01,-5.35318e+01,1.27829e+00
8.66678e-01,4.73284e-01,1.57589e-01,1.10317e-02,-1.55428e-02,8.35552e-02,1.77043e+01,2.92345e+01,-5.27792e+01,-2.42439e+00
8.64951e-01,4.81561e-01,1.41122e-01,9.11958e-03,-1.22468e-02,8.41013e-02,7.28598e+01,2.97202e+01,-5.32439e+01,-6.53321e-01
8.68459e-01,4.64950e-01,1.71958e-01,1.28204e-02,-1.86285e-02,8.29224e-02,-1.21196e+01,2.87051e+01,-5.21847e+01,-4.01380e+00
8.70218e-01,4.56897e-01,1.84228e-01,1.44606e-02,-2.14567e-02,8.22362e-02,-1.96413e+01,2.82354e+01,-5.16299e+01,-5.45568e+00
8.73552e-01,4.42268e-01,2.03188e-01,1.72749e-02,-2.63003e-02,8.08174e-02,2.52229e+01,2.72244e+01,-5.02739e+01,-7.73176e+00
8.71929e-01,4.49310e-01,1.94519e-01,1.59379e-02,-2.40009e-02,8.15300e-02,-6.60834e+00,2.77438e+01,-5.09896e+01,-6.70363e+00
8.75094e-01,4.35669e-01,2.10677e-01,1.85155e-02,-2.84285e-02,8.00928e-02,7.40488e+01,2.67054e+01,-4.95257e+01,-8.62233e+00
8.76568e-01,4.29358e-01,2.17394e-01,1.97013e-02,-3.04574e-02,7.93417e-02,1.40408e+02,2.61846e+01,-4.87809e+01,-9.35137e+00
8.78001e-01,4.23144e-01,2.23696e-01,2.08701e-02,-3.24493e-02,7.85452e-02,2.25823e+02,2.56836e+01,-4.80693e+01,-9.99830e+00
8.79406e-01,4.16832e-01,2.29927e-01,2.20596e-02,-3.44676e-02,7.76764e-02,3.30837e+02,2.52506e+01,-4.75143e+01,-1.05727e+01
8.80701e-01,4.10460e-01,2.36323e-01,2.32915e-02,-3.65461e-02,7.67149e-02,4.64555e+02,2.47268e+01,-4.68591e+01,-1.09132e+01
8.81750e-01,4.04483e-01,2.42599e-01,2.44849e-02,-3.85458e-02,7.57247e-02,6.39565e+02,2.40519e+01,-4.54982e+01,-1.17186e+01
8.82425e-01,3.99602e-01,2.48134e-01,2.54074e-02,-4.00811e-02,7.49206e-02,7.73298e+02,2.30507e+01,-4.36441e+01,-1.18697e+01
-7.74353e-01,-5.83678e-01,-2.43899e-01,2.29659e-02,-4.00691e-02,7.49331e-02,1.57280e+02,2.69523e+01,-3.86262e+01,6.65869e+00
-7.72564e-01,-5.81333e-01,-2.54865e-01,2.40053e-02,-4.11849e-02,7.43212e-02,4.11238e+02,2.55429e+01,-3.70049e+01,6.77792e+00
-7.81607e-01,-5.85972e-01,-2.13606e-01,2.00629e-02,-3.68583e-02,7.65793e-02,-4.69723e+02,2.88276e+01,-4.10614e+01,6.96995e+00
-7.77565e-01,-5.85160e-01,-2.29826e-01,2.16067e-02,-3.85843e-02,7.57156e-02,-1.48217e+02,2.81553e+01,-4.01433e+01,6.75057e+00
-7.90770e-01,-5.85193e-01,-1.79528e-01,1.69816e-02,-3.32750e-02,7.82161e-02,-1.06655e+03,2.98774e+01,-4.26703e+01,7.31822e+00
-7.90655e-01,-5.85212e-01,-1.79955e-01,1.70198e-02,-3.33203e-02,7.81964e-02,-1.05920e+03,2.98647e+01,-4.26496e+01,7.31375e+00
-7.86071e-01,-5.85995e-01,-1.96617e-01,1.85063e-02,-3.50722e-02,7.74213e-02,-7.73940e+02,2.93650e+01,-4.18460e+01,7.14071e+00
-8.00462e-01,-5.81596e-01,-1.44809e-01,1.39535e-02,-2.95544e-02,7.96913e-02,-1.61511e+03,3.09953e+01,-4.46579e+01,7.78885e+00
-7.95546e-01,-5.83716e-01,-1.62349e-01,1.54739e-02,-3.14472e-02,7.89653e-02,-1.34608e+03,3.04504e+01,-4.36502e+01,7.52681e+00
-8.11111e-01,-5.74900e-01,-1.07476e-01,1.07522e-02,-2.54022e-02,8.11099e-02,-2.13223e+03,3.18769e+01,-4.66307e+01,8.53699e+00
-8.05634e-01,-5.78694e-01,-1.26594e-01,1.23880e-02,-2.75535e-02,8.04044e-02,-1.87661e+03,3.14630e+01,-4.56364e+01,8.11767e+00
-8.22965e-01,-5.64236e-01,-6.59147e-02,7.19348e-03,-2.05073e-02,8.24858e-02,-2.63015e+03,3.25956e+01,-4.87321e+01,9.68749e+00
-8.16865e-01,-5.70158e-01,-8.72856e-02,9.02810e-03,-2.30682e-02,8.18051e-02,-2.38397e+03,3.22476e+01,-4.76457e+01,9.04601e+00
-8.29333e-01,-5.57057e-01,-4.34058e-02,5.24189e-03,-1.76936e-02,8.31365e-02,-2.86451e+03,3.28910e+01,-4.98362e+01,1.04847e+01
-8.33897e-01,-5.51127e-01,-2.70512e-02,3.80154e-03,-1.55466e-02,8.35536e-02,-3.02032e+03,3.30349e+01,-5.05766e+01,1.11820e+01
-8.35874e-01,-5.48556e-01,-1.99315e-02,3.17457e-03,-1.46132e-02,8.37337e-02,-3.08809e+03,3.30971e+01,-5.08981e+01,1.14849e+01
-8.42453e-01,-5.38736e-01,4.13714e-03,1.01738e-03,-1.12903e-02,8.42436e-02,-3.29943e+03,3.32166e+01,-5.18932e+01,1.26833e+01
-8.48981e-01,-5.27629e-01,2.83934e-02,-1.20755e-03,-7.74900e-03,8.46404e-02,-3.49110e+03,3.32766e+01,-5.28349e+01,1.40812e+01
-8.61579e-01,-5.01942e-01,7.54272e-02,-5.71542e-03,-2.30051e-04,8.49901e-02,-3.81126e+03,3.31476e+01,-5.43012e+01,1.75998e+01
-8.55386e-01,-5.15298e-01,5.23585e-02,-3.47127e-03,-4.02975e-03,8.48965e-02,-3.65945e+03,3.32281e+01,-5.36026e+01,1.57410e+01
-8.72531e-01,-4.74232e-01,1.17242e-01,-9.96876e-03,7.26348e-03,8.46773e-02,-4.07604e+03,3.26794e+01,-5.48020e+01,2.17138e+01
-8.67318e-01,-4.88135e-01,9.71361e-02,-7.88809e-03,3.55334e-03,8.49149e-02,-3.94691e+03,3.29605e+01,-5.47038e+01,1.95998e+01
-8.81629e-01,-4.46643e-01,1.52301e-01,-1.37646e-02,1.42325e-02,8.37879e-02,-4.32738e+03,3.25039e+01,-5.53121e+01,2.60864e+01
-8.77290e-01,-4.60340e-01,1.35650e-01,-1.19357e-02,1.08441e-02,8.42932e-02,-4.20373e+03,3.25368e+01,-5.50172e+01,2.38699e+01
-8.89150e-01,-4.20495e-01,1.80437e-01,-1.69762e-02,2.03091e-02,8.25266e-02,-4.63166e+03,3.22710e+01,-5.52899e+01,3.02930e+01
-8.85583e-01,-4.33291e-01,1.67215e-01,-1.54513e-02,1.74049e-02,8.31872e-02,-4.46967e+03,3.24600e+01,-5.54797e+01,2.82742e+01
-8.92442e-01,-4.08229e-01,1.91991e-01,-1.83389e-02,2.29302e-02,8.18372e-02,-4.80955e+03,3.19980e+01,-5.48792e+01,3.21590e+01
-8.95549e-01,-3.96377e-01,2.02094e-01,-1.95639e-02,2.53100e-02,8.11326e-02,-5.00767e+03,3.17470e+01,-5.44553e+01,3.39838e+01
-9.01759e-01,-3.72531e-01,2.19120e-01,-2.17418e-02,2.95941e-02,7.96677e-02,-5.48516e+03,3.10652e+01,-5.31192e+01,3.76243e+01
-8.98587e-01,-3.84657e-01,2.11054e-01,-2.06862e-02,2.75079e-02,8.04133e-02,-5.22653e+03,3.14913e+01,-5.39742e+01,3.58057e+01
-9.09430e-01,-3.44307e-01,2.33123e-01,-2.37960e-02,3.37192e-02,7.80048e-02,-6.27592e+03,2.92354e+01,-4.93912e+01,4.11466e+01
-9.05266e-01,-3.59393e-01,2.26473e-01,-2.27675e-02,3.16410e-02,7.88746e-02,-5.81513e+03,3.03454e+01,-5.16407e+01,3.94168e+01
-9.14756e-01,-3.25897e-01,2.38675e-01,-2.48469e-02,3.58808e-02,7.70287e-02,-6.96945e+03,2.74990e+01,-4.62409e+01,4.22638e+01
-9.21475e-01,-3.03677e-01,2.42120e-01,-2.58650e-02,3.80371e-02,7.59815e-02,-7.88525e+03,2.53545e+01,-4.30228e+01,4.25529e+01
-9.29232e-01,-2.78752e-01,2.42474e-01,-2.66463e-02,3.97663e-02,7.50879e-02,-8.93273e+03,2.31367e+01,-3.96763e+01,4.30075e+01
